appid,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks
1104380,188.0,0.0,203.0,0.0
860870,0.0,0.0,0.0,0.0
1837870,0.0,0.0,0.0,0.0
17120,19.0,0.0,19.0,0.0
286690,583.0,218.0,419.0,218.0
573610,0.0,0.0,0.0,0.0
1145410,0.0,0.0,0.0,0.0
1068800,0.0,0.0,0.0,0.0
1709780,0.0,0.0,0.0,0.0
257420,691.0,0.0,692.0,0.0
1313350,0.0,0.0,0.0,0.0
1018040,0.0,0.0,0.0,0.0
1702350,0.0,0.0,0.0,0.0
1533910,0.0,0.0,0.0,0.0
1285740,0.0,0.0,0.0,0.0
1122970,0.0,0.0,0.0,0.0
1489060,0.0,0.0,0.0,0.0
814630,0.0,0.0,0.0,0.0
994230,0.0,0.0,0.0,0.0
843790,0.0,0.0,0.0,0.0
601250,0.0,0.0,0.0,0.0
251730,564.0,0.0,334.0,0.0
1565860,0.0,0.0,0.0,0.0
494150,179.0,0.0,232.0,0.0
1460200,350.0,0.0,514.0,0.0
38130,449.0,0.0,449.0,0.0
876560,0.0,0.0,0.0,0.0
722400,0.0,0.0,0.0,0.0
1579260,0.0,0.0,0.0,0.0
742700,0.0,0.0,0.0,0.0
437390,57.0,0.0,78.0,0.0
1170750,0.0,0.0,0.0,0.0
1319690,0.0,0.0,0.0,0.0
467310,352.0,0.0,338.0,0.0
685920,0.0,0.0,0.0,0.0
412310,18.0,0.0,18.0,0.0
1203240,0.0,0.0,0.0,0.0
1928590,0.0,0.0,0.0,0.0
1666970,0.0,0.0,0.0,0.0
232970,34.0,0.0,63.0,0.0
935920,0.0,0.0,0.0,0.0
881880,0.0,0.0,0.0,0.0
1027990,0.0,0.0,0.0,0.0
1084770,0.0,0.0,0.0,0.0
34317,0.0,0.0,0.0,0.0
614700,0.0,0.0,0.0,0.0
1547050,0.0,0.0,0.0,0.0
1145950,0.0,0.0,0.0,0.0
910250,0.0,0.0,0.0,0.0
460940,295.0,0.0,305.0,0.0
1482970,0.0,0.0,0.0,0.0
1480440,0.0,0.0,0.0,0.0
827880,0.0,0.0,0.0,0.0
1610290,0.0,0.0,0.0,0.0
510750,0.0,0.0,0.0,0.0
1601190,0.0,0.0,0.0,0.0
1900690,0.0,0.0,0.0,0.0
1292540,0.0,0.0,0.0,0.0
293780,195.0,0.0,104.0,0.0
1937900,0.0,0.0,0.0,0.0
1601800,0.0,0.0,0.0,0.0
1040910,0.0,0.0,0.0,0.0
904550,0.0,0.0,0.0,0.0
1677800,0.0,0.0,0.0,0.0
264080,176.0,0.0,176.0,0.0
1967670,0.0,0.0,0.0,0.0
1063300,0.0,0.0,0.0,0.0
401690,0.0,0.0,0.0,0.0
1942000,0.0,0.0,0.0,0.0
729780,0.0,0.0,0.0,0.0
430890,57.0,0.0,57.0,0.0
1479120,0.0,0.0,0.0,0.0
1239580,0.0,0.0,0.0,0.0
1718920,0.0,0.0,0.0,0.0
1549640,0.0,0.0,0.0,0.0
1034030,0.0,0.0,0.0,0.0
1004350,0.0,0.0,0.0,0.0
654800,0.0,0.0,0.0,0.0
1391710,0.0,0.0,0.0,0.0
528580,13.0,0.0,13.0,0.0
247310,266.0,0.0,333.0,0.0
1943360,0.0,0.0,0.0,0.0
1713880,0.0,0.0,0.0,0.0
1402290,0.0,0.0,0.0,0.0
1939430,0.0,0.0,0.0,0.0
40210,0.0,0.0,0.0,0.0
474730,241.0,0.0,241.0,0.0
1545270,0.0,0.0,0.0,0.0
1143800,0.0,0.0,0.0,0.0
741510,38.0,0.0,38.0,0.0
357370,401.0,0.0,401.0,0.0
624410,0.0,0.0,0.0,0.0
523760,204.0,0.0,204.0,0.0
616250,0.0,0.0,0.0,0.0
535010,0.0,0.0,0.0,0.0
3483,92.0,0.0,75.0,0.0
1308220,0.0,0.0,0.0,0.0
244410,1054.0,0.0,1616.0,0.0
541640,44.0,0.0,44.0,0.0
1361500,0.0,0.0,0.0,0.0
1259610,0.0,0.0,0.0,0.0
550990,0.0,0.0,0.0,0.0
618690,0.0,0.0,0.0,0.0
567670,32.0,0.0,51.0,0.0
1138150,0.0,0.0,0.0,0.0
1379610,0.0,0.0,0.0,0.0
1315410,0.0,0.0,0.0,0.0
1334630,0.0,0.0,0.0,0.0
1863370,0.0,0.0,0.0,0.0
1953380,0.0,0.0,0.0,0.0
1638570,0.0,0.0,0.0,0.0
424320,0.0,0.0,0.0,0.0
1063980,205.0,0.0,247.0,0.0
1236720,7.0,0.0,7.0,0.0
831560,4909.0,40.0,2905.0,40.0
791600,0.0,0.0,0.0,0.0
2051420,0.0,0.0,0.0,0.0
1266440,0.0,0.0,0.0,0.0
366240,28.0,0.0,28.0,0.0
875630,0.0,0.0,0.0,0.0
1251760,0.0,0.0,0.0,0.0
2051440,0.0,0.0,0.0,0.0
1676620,0.0,0.0,0.0,0.0
907760,83.0,0.0,83.0,0.0
713800,0.0,0.0,0.0,0.0
264560,226.0,0.0,247.0,0.0
841970,0.0,0.0,0.0,0.0
683960,0.0,0.0,0.0,0.0
253610,104.0,0.0,137.0,0.0
1865880,0.0,0.0,0.0,0.0
1471470,0.0,0.0,0.0,0.0
1337100,0.0,0.0,0.0,0.0
1252580,0.0,0.0,0.0,0.0
1424350,0.0,0.0,0.0,0.0
1702550,0.0,0.0,0.0,0.0
496190,7.0,0.0,7.0,0.0
439920,344.0,0.0,392.0,0.0
601240,248.0,0.0,248.0,0.0
1587790,0.0,0.0,0.0,0.0
1383250,0.0,0.0,0.0,0.0
269350,20.0,0.0,20.0,0.0
456090,0.0,0.0,0.0,0.0
1957480,0.0,0.0,0.0,0.0
717800,0.0,0.0,0.0,0.0
1347240,0.0,0.0,0.0,0.0
864500,0.0,0.0,0.0,0.0
588890,0.0,0.0,0.0,0.0
1669260,0.0,0.0,0.0,0.0
457330,180.0,0.0,28.0,0.0
788500,0.0,0.0,0.0,0.0
864760,0.0,0.0,0.0,0.0
922060,0.0,0.0,0.0,0.0
554560,0.0,0.0,0.0,0.0
904740,0.0,0.0,0.0,0.0
383940,0.0,0.0,0.0,0.0
512230,0.0,0.0,0.0,0.0
453810,0.0,0.0,0.0,0.0
1062220,0.0,0.0,0.0,0.0
358180,17.0,0.0,17.0,0.0
1077110,0.0,0.0,0.0,0.0
1206920,0.0,0.0,0.0,0.0
719610,0.0,0.0,0.0,0.0
265870,274.0,0.0,372.0,0.0
741320,1.0,0.0,1.0,0.0
1937140,0.0,0.0,0.0,0.0
636220,0.0,0.0,0.0,0.0
1469890,0.0,0.0,0.0,0.0
1342600,0.0,0.0,0.0,0.0
1729820,0.0,0.0,0.0,0.0
781840,0.0,0.0,0.0,0.0
1176190,0.0,0.0,0.0,0.0
1618540,321.0,5.0,279.0,5.0
1000870,0.0,0.0,0.0,0.0
1051350,0.0,0.0,0.0,0.0
922410,0.0,0.0,0.0,0.0
1131470,0.0,0.0,0.0,0.0
1252830,0.0,0.0,0.0,0.0
727060,0.0,0.0,0.0,0.0
1041390,0.0,0.0,0.0,0.0
439370,57.0,0.0,68.0,0.0
890300,0.0,0.0,0.0,0.0
671330,0.0,0.0,0.0,0.0
1579680,0.0,0.0,0.0,0.0
1586350,0.0,0.0,0.0,0.0
1828720,0.0,0.0,0.0,0.0
71117,0.0,0.0,0.0,0.0
1391450,0.0,0.0,0.0,0.0
790170,0.0,0.0,0.0,0.0
655460,0.0,0.0,0.0,0.0
1292170,26.0,0.0,26.0,0.0
1011600,0.0,0.0,0.0,0.0
1118640,0.0,0.0,0.0,0.0
314210,160.0,0.0,161.0,0.0
1358990,0.0,0.0,0.0,0.0
486180,0.0,0.0,0.0,0.0
1928160,0.0,0.0,0.0,0.0
845600,0.0,0.0,0.0,0.0
1806550,0.0,0.0,0.0,0.0
900040,1982.0,0.0,3000.0,0.0
610780,202.0,0.0,208.0,0.0
1202900,91.0,0.0,109.0,0.0
810020,0.0,0.0,0.0,0.0
1635250,0.0,0.0,0.0,0.0
1753530,0.0,0.0,0.0,0.0
893030,241.0,0.0,268.0,0.0
841770,137.0,0.0,137.0,0.0
1289330,0.0,0.0,0.0,0.0
1579100,0.0,0.0,0.0,0.0
1052590,0.0,0.0,0.0,0.0
1478540,0.0,0.0,0.0,0.0
798840,0.0,0.0,0.0,0.0
511960,0.0,0.0,0.0,0.0
556060,0.0,0.0,0.0,0.0
1432310,0.0,0.0,0.0,0.0
295710,4.0,0.0,5.0,0.0
1509830,0.0,0.0,0.0,0.0
485030,159.0,0.0,233.0,0.0
1182200,0.0,0.0,0.0,0.0
931690,134.0,0.0,10.0,0.0
1588000,0.0,0.0,0.0,0.0
770160,0.0,0.0,0.0,0.0
611630,0.0,0.0,0.0,0.0
1750280,0.0,0.0,0.0,0.0
1391130,0.0,0.0,0.0,0.0
867050,0.0,0.0,0.0,0.0
1563770,0.0,0.0,0.0,0.0
730410,282.0,0.0,282.0,0.0
819330,0.0,0.0,0.0,0.0
2064120,0.0,0.0,0.0,0.0
687340,0.0,0.0,0.0,0.0
1929210,0.0,0.0,0.0,0.0
1695970,0.0,0.0,0.0,0.0
1832710,0.0,0.0,0.0,0.0
1544660,0.0,0.0,0.0,0.0
1061610,0.0,0.0,0.0,0.0
341160,538.0,0.0,801.0,0.0
464040,0.0,0.0,0.0,0.0
1995050,0.0,0.0,0.0,0.0
428370,397.0,0.0,259.0,0.0
346820,0.0,0.0,0.0,0.0
1105460,0.0,0.0,0.0,0.0
547280,0.0,0.0,0.0,0.0
925810,0.0,0.0,0.0,0.0
886420,0.0,0.0,0.0,0.0
234040,0.0,0.0,0.0,0.0
906240,0.0,0.0,0.0,0.0
443850,4.0,0.0,4.0,0.0
660900,0.0,0.0,0.0,0.0
899190,0.0,0.0,0.0,0.0
1145560,0.0,0.0,0.0,0.0
1583570,0.0,0.0,0.0,0.0
1010920,0.0,0.0,0.0,0.0
47520,0.0,0.0,0.0,0.0
1395850,356.0,0.0,379.0,0.0
582660,8122.0,2142.0,286.0,3716.0
1765690,0.0,0.0,0.0,0.0
1817450,0.0,0.0,0.0,0.0
1908200,0.0,0.0,0.0,0.0
1553200,0.0,0.0,0.0,0.0
1157390,4347.0,21.0,5233.0,21.0
656590,0.0,0.0,0.0,0.0
404860,556.0,0.0,749.0,0.0
1516330,0.0,0.0,0.0,0.0
1841440,0.0,0.0,0.0,0.0
1194610,0.0,0.0,0.0,0.0
1468000,0.0,0.0,0.0,0.0
840830,0.0,0.0,0.0,0.0
552380,0.0,0.0,0.0,0.0
867250,14.0,0.0,14.0,0.0
503560,192.0,0.0,120.0,0.0
595960,0.0,0.0,0.0,0.0
495780,214.0,0.0,212.0,0.0
488860,1838.0,502.0,2391.0,527.0
1883200,0.0,0.0,0.0,0.0
852160,0.0,0.0,0.0,0.0
1849760,0.0,0.0,0.0,0.0
1892640,0.0,0.0,0.0,0.0
1129240,0.0,0.0,0.0,0.0
1565940,0.0,0.0,0.0,0.0
842660,0.0,0.0,0.0,0.0
329770,120.0,0.0,188.0,0.0
768750,243.0,0.0,243.0,0.0
504990,0.0,0.0,0.0,0.0
1821410,0.0,0.0,0.0,0.0
588110,209.0,0.0,215.0,0.0
1375430,0.0,0.0,0.0,0.0
398530,0.0,0.0,0.0,0.0
1266070,0.0,0.0,0.0,0.0
730710,0.0,0.0,0.0,0.0
1618710,0.0,0.0,0.0,0.0
821410,0.0,0.0,0.0,0.0
673730,0.0,0.0,0.0,0.0
1800300,0.0,0.0,0.0,0.0
411560,12.0,0.0,14.0,0.0
416590,77.0,0.0,85.0,0.0
366700,1.0,0.0,1.0,0.0
280140,240.0,0.0,268.0,0.0
29120,0.0,0.0,0.0,0.0
1641650,0.0,0.0,0.0,0.0
6090,0.0,0.0,0.0,0.0
985430,173.0,0.0,173.0,0.0
1807320,0.0,0.0,0.0,0.0
657230,0.0,0.0,0.0,0.0
1422820,0.0,0.0,0.0,0.0
1140460,0.0,0.0,0.0,0.0
1103590,0.0,0.0,0.0,0.0
937910,0.0,0.0,0.0,0.0
1633210,0.0,0.0,0.0,0.0
728920,0.0,0.0,0.0,0.0
1614820,0.0,0.0,0.0,0.0
1786640,0.0,0.0,0.0,0.0
288710,0.0,0.0,0.0,0.0
418950,135.0,0.0,194.0,0.0
948120,0.0,0.0,0.0,0.0
959700,0.0,0.0,0.0,0.0
846030,1473.0,0.0,2793.0,0.0
294140,114.0,0.0,128.0,0.0
1013630,0.0,0.0,0.0,0.0
833910,0.0,0.0,0.0,0.0
278890,132.0,0.0,149.0,0.0
1758440,0.0,0.0,0.0,0.0
757500,0.0,0.0,0.0,0.0
1147370,0.0,0.0,0.0,0.0
965340,0.0,0.0,0.0,0.0
1329790,0.0,0.0,0.0,0.0
1589880,0.0,0.0,0.0,0.0
797350,0.0,0.0,0.0,0.0
605190,446.0,0.0,446.0,0.0
1496090,0.0,0.0,0.0,0.0
1187850,0.0,0.0,0.0,0.0
1054430,188.0,0.0,226.0,0.0
1650430,0.0,0.0,0.0,0.0
1548430,0.0,0.0,0.0,0.0
1098910,0.0,0.0,0.0,0.0
2009850,0.0,0.0,0.0,0.0
761480,0.0,0.0,0.0,0.0
1598360,0.0,0.0,0.0,0.0
1851680,0.0,0.0,0.0,0.0
523600,1484.0,0.0,1484.0,0.0
756090,0.0,0.0,0.0,0.0
1696890,0.0,0.0,0.0,0.0
1020210,0.0,0.0,0.0,0.0
613470,1112.0,0.0,1112.0,0.0
1421100,0.0,0.0,0.0,0.0
779390,0.0,0.0,0.0,0.0
1254860,0.0,0.0,0.0,0.0
1131450,0.0,0.0,0.0,0.0
1865370,0.0,0.0,0.0,0.0
1341890,0.0,0.0,0.0,0.0
1201350,0.0,0.0,0.0,0.0
1110460,0.0,0.0,0.0,0.0
1635810,0.0,0.0,0.0,0.0
296550,0.0,0.0,0.0,0.0
748300,115.0,0.0,164.0,0.0
1023610,0.0,0.0,0.0,0.0
1855790,0.0,0.0,0.0,0.0
1778060,0.0,0.0,0.0,0.0
1450100,0.0,0.0,0.0,0.0
1272820,0.0,0.0,0.0,0.0
1036890,198.0,0.0,221.0,0.0
1158460,0.0,0.0,0.0,0.0
2078370,0.0,0.0,0.0,0.0
882410,0.0,0.0,0.0,0.0
266250,112.0,0.0,112.0,0.0
1389980,0.0,0.0,0.0,0.0
317100,53.0,0.0,53.0,0.0
1432810,0.0,0.0,0.0,0.0
1385460,0.0,0.0,0.0,0.0
744570,84.0,0.0,84.0,0.0
1583780,0.0,0.0,0.0,0.0
1897140,0.0,0.0,0.0,0.0
1980600,0.0,0.0,0.0,0.0
466940,69.0,0.0,97.0,0.0
1654700,0.0,0.0,0.0,0.0
1404750,0.0,0.0,0.0,0.0
111100,63.0,0.0,79.0,0.0
1898860,0.0,0.0,0.0,0.0
529540,0.0,0.0,0.0,0.0
1897820,0.0,0.0,0.0,0.0
1012030,246.0,0.0,363.0,0.0
965200,323.0,0.0,105.0,0.0
1546440,0.0,0.0,0.0,0.0
1674270,0.0,0.0,0.0,0.0
1772780,0.0,0.0,0.0,0.0
1208810,0.0,0.0,0.0,0.0
462990,182.0,0.0,200.0,0.0
1321450,20.0,0.0,20.0,0.0
655980,0.0,0.0,0.0,0.0
1446670,0.0,0.0,0.0,0.0
998530,0.0,0.0,0.0,0.0
1768030,0.0,0.0,0.0,0.0
893680,227.0,213.0,161.0,213.0
1713830,0.0,0.0,0.0,0.0
719660,0.0,0.0,0.0,0.0
1013280,0.0,0.0,0.0,0.0
1745790,0.0,0.0,0.0,0.0
1156050,0.0,0.0,0.0,0.0
270790,1132.0,0.0,2219.0,0.0
326360,167.0,27.0,28.0,27.0
1591830,0.0,0.0,0.0,0.0
1058330,0.0,0.0,0.0,0.0
830710,0.0,0.0,0.0,0.0
382160,9.0,0.0,9.0,0.0
698450,0.0,0.0,0.0,0.0
1976730,0.0,0.0,0.0,0.0
1730450,0.0,0.0,0.0,0.0
536410,228.0,0.0,210.0,0.0
1004210,0.0,0.0,0.0,0.0
1429730,0.0,0.0,0.0,0.0
992640,2473.0,0.0,4136.0,0.0
1069000,0.0,0.0,0.0,0.0
234140,1145.0,960.0,685.0,960.0
329860,101.0,0.0,153.0,0.0
1409640,0.0,0.0,0.0,0.0
1956380,0.0,0.0,0.0,0.0
683340,0.0,0.0,0.0,0.0
1256130,0.0,0.0,0.0,0.0
806230,0.0,0.0,0.0,0.0
1505220,0.0,0.0,0.0,0.0
1100990,2011.0,0.0,3922.0,0.0
1798340,0.0,0.0,0.0,0.0
2057980,0.0,0.0,0.0,0.0
1173280,0.0,0.0,0.0,0.0
711560,1.0,0.0,1.0,0.0
968950,240.0,0.0,240.0,0.0
1580790,392.0,0.0,580.0,0.0
251530,173.0,0.0,185.0,0.0
1745400,0.0,0.0,0.0,0.0
327740,105.0,0.0,121.0,0.0
994220,3595.0,0.0,631.0,0.0
753610,24.0,0.0,24.0,0.0
1605280,0.0,0.0,0.0,0.0
1693060,0.0,0.0,0.0,0.0
1494110,50.0,0.0,50.0,0.0
1999570,0.0,0.0,0.0,0.0
1903530,0.0,0.0,0.0,0.0
1352230,0.0,0.0,0.0,0.0
205840,339.0,0.0,339.0,0.0
1274720,0.0,0.0,0.0,0.0
1029500,0.0,0.0,0.0,0.0
695970,62.0,0.0,62.0,0.0
1750640,0.0,0.0,0.0,0.0
799460,0.0,0.0,0.0,0.0
1578570,0.0,0.0,0.0,0.0
1773570,0.0,0.0,0.0,0.0
1917090,0.0,0.0,0.0,0.0
430100,0.0,0.0,0.0,0.0
1370300,0.0,0.0,0.0,0.0
1274390,0.0,0.0,0.0,0.0
1314480,0.0,0.0,0.0,0.0
693280,0.0,0.0,0.0,0.0
1572140,0.0,0.0,0.0,0.0
1203470,0.0,0.0,0.0,0.0
551650,0.0,0.0,0.0,0.0
896500,0.0,0.0,0.0,0.0
1848890,0.0,0.0,0.0,0.0
952040,334.0,49.0,173.0,49.0
1468240,0.0,0.0,0.0,0.0
1692470,0.0,0.0,0.0,0.0
535750,0.0,0.0,0.0,0.0
680440,0.0,0.0,0.0,0.0
1156000,0.0,0.0,0.0,0.0
703870,0.0,0.0,0.0,0.0
708760,0.0,0.0,0.0,0.0
602080,0.0,0.0,0.0,0.0
429570,286.0,0.0,279.0,0.0
700830,0.0,0.0,0.0,0.0
746270,0.0,0.0,0.0,0.0
1692990,0.0,0.0,0.0,0.0
337040,216.0,0.0,218.0,0.0
812980,0.0,0.0,0.0,0.0
917000,0.0,0.0,0.0,0.0
1401570,0.0,0.0,0.0,0.0
346160,0.0,0.0,0.0,0.0
1050720,0.0,0.0,0.0,0.0
744450,0.0,0.0,0.0,0.0
1572930,0.0,0.0,0.0,0.0
1215350,0.0,0.0,0.0,0.0
1258770,0.0,0.0,0.0,0.0
1480240,0.0,0.0,0.0,0.0
577000,208.0,0.0,208.0,0.0
1011470,0.0,0.0,0.0,0.0
809490,0.0,0.0,0.0,0.0
516000,0.0,0.0,0.0,0.0
1850930,0.0,0.0,0.0,0.0
945160,0.0,0.0,0.0,0.0
1380510,0.0,0.0,0.0,0.0
1334580,0.0,0.0,0.0,0.0
570900,0.0,0.0,0.0,0.0
1015350,0.0,0.0,0.0,0.0
295690,133.0,0.0,138.0,0.0
1196260,0.0,0.0,0.0,0.0
1526600,0.0,0.0,0.0,0.0
1733460,0.0,0.0,0.0,0.0
1691000,0.0,0.0,0.0,0.0
880770,0.0,0.0,0.0,0.0
1104710,0.0,0.0,0.0,0.0
655360,0.0,0.0,0.0,0.0
772160,0.0,0.0,0.0,0.0
1503920,0.0,0.0,0.0,0.0
586570,0.0,0.0,0.0,0.0
1653300,0.0,0.0,0.0,0.0
1439130,0.0,0.0,0.0,0.0
1092150,0.0,0.0,0.0,0.0
1237080,0.0,0.0,0.0,0.0
1330120,0.0,0.0,0.0,0.0
265990,319.0,0.0,567.0,0.0
863470,0.0,0.0,0.0,0.0
397580,229.0,0.0,229.0,0.0
1552530,0.0,0.0,0.0,0.0
890750,0.0,0.0,0.0,0.0
1509820,0.0,0.0,0.0,0.0
1796550,0.0,0.0,0.0,0.0
1397760,0.0,0.0,0.0,0.0
679560,0.0,0.0,0.0,0.0
335300,4916.0,20.0,1532.0,33.0
718660,0.0,0.0,0.0,0.0
1481150,0.0,0.0,0.0,0.0
1687190,0.0,0.0,0.0,0.0
582290,422.0,0.0,433.0,0.0
1322080,0.0,0.0,0.0,0.0
1044130,0.0,0.0,0.0,0.0
1595400,0.0,0.0,0.0,0.0
1814980,0.0,0.0,0.0,0.0
904380,757.0,37.0,757.0,37.0
1855910,0.0,0.0,0.0,0.0
1821060,0.0,0.0,0.0,0.0
794550,39.0,0.0,39.0,0.0
1318940,0.0,0.0,0.0,0.0
341060,236.0,0.0,319.0,0.0
1627140,0.0,0.0,0.0,0.0
296070,149.0,0.0,185.0,0.0
2019390,0.0,0.0,0.0,0.0
1517890,2549.0,0.0,2549.0,0.0
769940,0.0,0.0,0.0,0.0
487730,0.0,0.0,0.0,0.0
671880,0.0,0.0,0.0,0.0
1230640,0.0,0.0,0.0,0.0
1128920,602.0,0.0,790.0,0.0
1206550,0.0,0.0,0.0,0.0
533180,277.0,0.0,293.0,0.0
1365760,0.0,0.0,0.0,0.0
899440,547.0,73.0,505.0,73.0
1861880,0.0,0.0,0.0,0.0
856220,0.0,0.0,0.0,0.0
1103620,0.0,0.0,0.0,0.0
775760,0.0,0.0,0.0,0.0
867130,0.0,0.0,0.0,0.0
1469240,0.0,0.0,0.0,0.0
344960,0.0,0.0,0.0,0.0
1559580,0.0,0.0,0.0,0.0
1013540,0.0,0.0,0.0,0.0
439340,102.0,0.0,110.0,0.0
408770,0.0,0.0,0.0,0.0
803350,0.0,0.0,0.0,0.0
821560,85.0,0.0,170.0,0.0
1258220,0.0,0.0,0.0,0.0
681610,0.0,0.0,0.0,0.0
1448330,0.0,0.0,0.0,0.0
1662270,0.0,0.0,0.0,0.0
1962650,0.0,0.0,0.0,0.0
1539180,0.0,0.0,0.0,0.0
1081990,0.0,0.0,0.0,0.0
502550,169.0,0.0,62.0,0.0
1074080,114.0,0.0,151.0,0.0
1694290,0.0,0.0,0.0,0.0
749830,0.0,0.0,0.0,0.0
752640,0.0,0.0,0.0,0.0
1482330,0.0,0.0,0.0,0.0
1606890,0.0,0.0,0.0,0.0
1113370,0.0,0.0,0.0,0.0
662870,0.0,0.0,0.0,0.0
1699120,0.0,0.0,0.0,0.0
855550,0.0,0.0,0.0,0.0
1670190,0.0,0.0,0.0,0.0
1597870,0.0,0.0,0.0,0.0
269010,0.0,0.0,0.0,0.0
878780,0.0,0.0,0.0,0.0
1625900,0.0,0.0,0.0,0.0
786090,0.0,0.0,0.0,0.0
1164970,0.0,0.0,0.0,0.0
459170,0.0,0.0,0.0,0.0
1127360,0.0,0.0,0.0,0.0
1393100,0.0,0.0,0.0,0.0
1099440,0.0,0.0,0.0,0.0
579150,240.0,0.0,252.0,0.0
548570,636.0,0.0,483.0,0.0
338590,79.0,0.0,79.0,0.0
449690,0.0,0.0,0.0,0.0
1147550,186.0,0.0,255.0,0.0
409520,0.0,0.0,0.0,0.0
590950,0.0,0.0,0.0,0.0
1612910,0.0,0.0,0.0,0.0
286240,117.0,0.0,173.0,0.0
1136470,0.0,0.0,0.0,0.0
1152540,0.0,0.0,0.0,0.0
230700,215.0,0.0,284.0,0.0
1141950,0.0,0.0,0.0,0.0
1964260,0.0,0.0,0.0,0.0
601200,0.0,0.0,0.0,0.0
872440,0.0,0.0,0.0,0.0
858840,0.0,0.0,0.0,0.0
414260,282.0,0.0,282.0,0.0
399000,214.0,0.0,226.0,0.0
450140,0.0,0.0,0.0,0.0
1846630,0.0,0.0,0.0,0.0
494470,0.0,0.0,0.0,0.0
591000,0.0,0.0,0.0,0.0
1119840,0.0,0.0,0.0,0.0
773520,0.0,0.0,0.0,0.0
1710530,0.0,0.0,0.0,0.0
2023910,0.0,0.0,0.0,0.0
276240,0.0,0.0,0.0,0.0
1733590,0.0,0.0,0.0,0.0
1557510,0.0,0.0,0.0,0.0
1050510,0.0,0.0,0.0,0.0
608510,37.0,0.0,37.0,0.0
431280,0.0,0.0,0.0,0.0
652610,0.0,0.0,0.0,0.0
848740,0.0,0.0,0.0,0.0
375440,0.0,0.0,0.0,0.0
383740,395.0,0.0,395.0,0.0
713580,0.0,0.0,0.0,0.0
786840,0.0,0.0,0.0,0.0
1203850,0.0,0.0,0.0,0.0
296010,0.0,0.0,0.0,0.0
1822460,0.0,0.0,0.0,0.0
1860710,0.0,0.0,0.0,0.0
1137300,709.0,37.0,781.0,37.0
2015860,0.0,0.0,0.0,0.0
1640480,0.0,0.0,0.0,0.0
1604020,0.0,0.0,0.0,0.0
263960,2.0,0.0,2.0,0.0
1355560,0.0,0.0,0.0,0.0
547390,0.0,0.0,0.0,0.0
1728080,0.0,0.0,0.0,0.0
923340,0.0,0.0,0.0,0.0
688210,0.0,0.0,0.0,0.0
427730,236.0,13.0,95.0,13.0
37400,6.0,0.0,9.0,0.0
405780,0.0,0.0,0.0,0.0
1407090,0.0,0.0,0.0,0.0
1495760,0.0,0.0,0.0,0.0
1166680,0.0,0.0,0.0,0.0
1514380,0.0,0.0,0.0,0.0
1684100,83.0,0.0,83.0,0.0
671690,0.0,0.0,0.0,0.0
773840,0.0,0.0,0.0,0.0
236010,265.0,0.0,312.0,0.0
385380,107.0,0.0,107.0,0.0
991130,0.0,0.0,0.0,0.0
1197360,0.0,0.0,0.0,0.0
919190,0.0,0.0,0.0,0.0
1477830,20297.0,7072.0,26156.0,7626.0
1986620,0.0,0.0,0.0,0.0
523720,0.0,0.0,0.0,0.0
544650,89.0,0.0,89.0,0.0
1872170,0.0,0.0,0.0,0.0
1703650,0.0,0.0,0.0,0.0
1270020,0.0,0.0,0.0,0.0
1164920,0.0,0.0,0.0,0.0
1182890,0.0,0.0,0.0,0.0
1924350,0.0,0.0,0.0,0.0
432180,0.0,0.0,0.0,0.0
740170,0.0,0.0,0.0,0.0
746420,0.0,0.0,0.0,0.0
1745380,0.0,0.0,0.0,0.0
764970,0.0,0.0,0.0,0.0
385100,9.0,0.0,9.0,0.0
1226210,0.0,0.0,0.0,0.0
1728550,0.0,0.0,0.0,0.0
592600,3133.0,0.0,2841.0,0.0
390940,205.0,0.0,205.0,0.0
858830,0.0,0.0,0.0,0.0
871590,0.0,0.0,0.0,0.0
1077080,0.0,0.0,0.0,0.0
567340,236.0,0.0,236.0,0.0
979400,84.0,0.0,84.0,0.0
1848910,0.0,0.0,0.0,0.0
292090,0.0,0.0,0.0,0.0
1378250,0.0,0.0,0.0,0.0
1605760,0.0,0.0,0.0,0.0
251310,156.0,0.0,156.0,0.0
527450,78.0,0.0,62.0,0.0
1415300,0.0,0.0,0.0,0.0
947350,0.0,0.0,0.0,0.0
1895630,0.0,0.0,0.0,0.0
1834110,0.0,0.0,0.0,0.0
1850500,0.0,0.0,0.0,0.0
1595460,0.0,0.0,0.0,0.0
933590,0.0,0.0,0.0,0.0
983070,0.0,0.0,0.0,0.0
1397810,0.0,0.0,0.0,0.0
1269900,0.0,0.0,0.0,0.0
1429630,0.0,0.0,0.0,0.0
947330,0.0,0.0,0.0,0.0
1091400,0.0,0.0,0.0,0.0
373480,88.0,0.0,105.0,0.0
1420400,0.0,0.0,0.0,0.0
711260,0.0,0.0,0.0,0.0
953840,0.0,0.0,0.0,0.0
551840,0.0,0.0,0.0,0.0
603460,0.0,0.0,0.0,0.0
1340870,0.0,0.0,0.0,0.0
1157650,0.0,0.0,0.0,0.0
706210,0.0,0.0,0.0,0.0
652280,0.0,0.0,0.0,0.0
442770,0.0,0.0,0.0,0.0
1278110,0.0,0.0,0.0,0.0
1102940,0.0,0.0,0.0,0.0
1803800,0.0,0.0,0.0,0.0
338320,399.0,0.0,326.0,0.0
